2021-05-02 19:27:44,982 | root | INFO |  ------------------------ Starting new upload ------------------------ 
2021-05-08 18:50:53,753 | root | INFO | Taking a screenshot at 00:12:08
2021-05-08 18:50:54,036 | root | INFO | Taking a screenshot at 00:24:16
2021-05-08 18:50:54,305 | root | INFO | Taking a screenshot at 00:36:25
2021-05-08 18:50:54,628 | root | INFO | Taking a screenshot at 00:48:33
2021-05-08 18:50:54,931 | root | INFO | Taking a screenshot at 01:00:41
2021-05-08 18:50:55,231 | root | INFO | Taking a screenshot at 01:12:50
2021-05-08 18:51:08,490 | root | INFO | All 6 images have been upload to freeimage
2021-05-08 18:51:08,490 | root | INFO | We've uploaded 6 to freeimage
2021-05-08 18:51:08,498 | root | INFO | Now starting tracker specific tasks
2021-05-08 18:51:08,499 | root | INFO | Trying to upload to: BHD
2021-05-08 18:51:09,677 | root | INFO | 'Sisters & the Shrink 2018 AMZN WEB-DL 720p DDP 2.0 H.264-TROUT' was flagged with a 100% dupe probability
2021-05-08 18:51:09,677 | root | ERROR | 100% is higher then the maximum similarity percentage (60%) allowed by the user 
2021-05-08 18:51:09,677 | root | ERROR | Could not upload to: BHD since we found a dupe on site already
2021-05-08 18:51:09,724 | root | INFO | Total runtime is 20.1972 seconds
2021-05-08 18:51:45,074 | root | INFO |  ------------------------ Starting new upload ------------------------ 
2021-05-08 18:51:46,544 | root | INFO | Running in regular '-path' mode, starting upload now
2021-05-08 18:51:46,547 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/temp_upload/
2021-05-08 18:51:46,552 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/images/screenshots/
2021-05-08 18:51:46,553 | root | INFO | uploading the following file: /home/madskillz/TROUT.720p/Sisters.and.the.Shrink.2.2021.AMZN.WEB-DL.720p.DDP.2.0.H.264-TROUT.mkv
2021-05-08 18:51:47,361 | root | INFO | Used regex to identify the video_codec: H.264
2021-05-08 18:51:47,396 | root | INFO | Used (pymediainfo + audio_codec_dict) to identify the audio codec: DDP
2021-05-08 18:51:47,425 | root | INFO | Generating mediainfo.txt
2021-05-08 18:51:47,425 | root | INFO | Using the following path in mediainfo.txt: Sisters.and.the.Shrink.2.2021.AMZN.WEB-DL.720p.DDP.2.0.H.264-TROUT.mkv
2021-05-08 18:51:47,454 | root | INFO | Saving mediainfo to: /home/madskillz/xpbot/temp_upload/mediainfo.txt
2021-05-08 18:51:47,469 | root | INFO | Used Regex to extract the WEB Source: AMZN
2021-05-08 18:51:47,470 | root | INFO | No custom 'edition' found for this torrent
2021-05-08 18:51:47,470 | root | INFO | We are missing 'tmdb' starting TMDB API request now
2021-05-08 18:51:48,117 | root | INFO | GET Request: {'movie_results': [], 'person_results': [], 'tv_results': [], 'tv_episode_results': [], 'tv_season_results': []}
2021-05-08 18:51:48,672 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/None?api_key=2f426445f1e6100085f45800bfa7dccf
2021-05-08 18:51:48,713 | root | INFO | Using /home/madskillz/TROUT.720p/Sisters.and.the.Shrink.2.2021.AMZN.WEB-DL.720p.DDP.2.0.H.264-TROUT.mkv to generate screenshots
2021-05-08 18:51:49,000 | root | INFO | Taking a screenshot at 00:12:08
2021-05-08 18:51:49,283 | root | INFO | Taking a screenshot at 00:24:16
2021-05-08 18:51:49,537 | root | INFO | Taking a screenshot at 00:36:25
2021-05-08 18:51:49,845 | root | INFO | Taking a screenshot at 00:48:33
2021-05-08 18:51:50,134 | root | INFO | Taking a screenshot at 01:00:41
2021-05-08 18:51:50,425 | root | INFO | Taking a screenshot at 01:12:50
2021-05-08 18:52:03,958 | root | INFO | All 6 images have been upload to freeimage
2021-05-08 18:52:03,958 | root | INFO | We've uploaded 6 to freeimage
2021-05-08 18:52:03,959 | root | INFO | Now starting tracker specific tasks
2021-05-08 18:52:03,959 | root | INFO | Trying to upload to: BHD
2021-05-08 18:52:04,792 | root | INFO | 'Sisters & the Shrink 2018 AMZN WEB-DL 720p DDP 2.0 H.264-TROUT' was flagged with a 100% dupe probability
2021-05-08 18:52:04,794 | root | INFO | Creating the .torrent file now
2021-05-08 18:52:04,794 | root | INFO | announce url: https://beyond-hd.me/announce/
2021-05-08 18:52:04,795 | root | INFO | Existing .torrent file does not exist so we need to generate a new one
2021-05-08 18:52:05,545 | root | INFO | Trying to write into [BHD]Sisters and the Shrink 2 2021 AMZN WEB-DL 720p DDP 2.0 H.264-TROUT.torrent
2021-05-08 18:52:05,545 | root | INFO | Successfully created the following file: /home/madskillz/xpbot/temp_upload/BHD-Sisters and the Shrink 2 2021 AMZN WEB-DL 720p DDP 2.0 H.264-TROUT.torrent
2021-05-08 18:52:05,545 | root | INFO | Upload live status: Draft (Hidden)
2021-05-08 18:52:05,545 | root | INFO | Uploading anonymously
2021-05-08 18:52:05,546 | root | INFO | Attempting to upload to: BHD
2021-05-08 18:52:06,942 | root | INFO | Payload for BHD is {'name': 'Sisters and the Shrink 2 2021 AMZN WEB-DL 720p DDP 2.0 H.264-TROUT', 'description': '[center][quote][size=16][color=#3774F6][b]Sisters and the Shrink 2 2021 AMZN WEB-DL 720p DDP 2.0 H.264-TROUT[/b][/color][/size][/quote][br][/br][size=20][b]-SCREENSHOTS-[/b][/size][br][/br][br][/br][url=https://freeimage.host/i/BT6oxt][img=300x300]https://iili.io/BT6oxt.md.png[/img][/url] [url=https://freeimage.host/i/BT6xWX][img=300x300]https://iili.io/BT6xWX.md.png[/img][/url] [url=https://freeimage.host/i/BT6zsn][img=300x300]https://iili.io/BT6zsn.md.png[/img][/url] [url=https://freeimage.host/i/BT6Tfs][img=300x300]https://iili.io/BT6Tfs.md.png[/img][/url] [url=https://freeimage.host/i/BT6Agf][img=300x300]https://iili.io/BT6Agf.md.png[/img][/url] [url=https://freeimage.host/i/BT65J4][img=300x300]https://iili.io/BT65J4.md.png[/img][/url] [br][/br][br][/br][quote][size=16]With a name like [color=#3774F6][b]TROUT[/b][/color], it has to be good[/size][/quote][br][/br][img]https://beyondhd.co/images/2021/05/02/6d61ce3c20451cdc3267f9879b9485e1.png[/img][/center]', 'live': '0', 'anon': '1', 'category_id': '1', 'type': '720p', 'source': 'WEB', 'imdb_id': '8846586', 'tmdb_id': None, 'tags': 'WEBDL', 'sd': 1}
2021-05-08 18:52:06,942 | root | INFO | Files for BHD is [('file', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/BHD-Sisters and the Shrink 2 2021 AMZN WEB-DL 720p DDP 2.0 H.264-TROUT.torrent'>), ('mediainfo', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/mediainfo.txt'>)]
2021-05-08 18:52:07,926 | root | INFO | POST Request: https://beyond-hd.me/api/upload/ea9b32385ca9869a839466b2aa9cdc9d
2021-05-08 18:52:07,926 | root | INFO | Response code: 200
2021-05-08 18:52:07,926 | root | INFO | upload response for BHD: b'{"status_code":1,"status_message":"Draft has been successfully saved.","success":true}'
2021-05-08 18:52:07,926 | root | INFO | Upload to BHD was a success!
2021-05-08 18:52:07,993 | root | INFO | Total runtime is 22.9185 seconds
2021-05-08 18:52:25,966 | root | INFO |  ------------------------ Starting new upload ------------------------ 
2021-05-08 18:52:26,597 | root | INFO | Running in regular '-path' mode, starting upload now
2021-05-08 18:52:26,599 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/temp_upload/
2021-05-08 18:52:26,604 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/images/screenshots/
2021-05-08 18:52:26,604 | root | INFO | uploading the following file: /home/madskillz/TROUT.1080p/Sisters.and.the.Shrink.2.2021.AMZN.WEB-DL.1080p.DDP.2.0.H.264-TROUT.mkv
2021-05-08 18:52:27,410 | root | INFO | Used regex to identify the video_codec: H.264
2021-05-08 18:52:27,450 | root | INFO | Used (pymediainfo + audio_codec_dict) to identify the audio codec: DDP
2021-05-08 18:52:27,486 | root | INFO | Generating mediainfo.txt
2021-05-08 18:52:27,486 | root | INFO | Using the following path in mediainfo.txt: Sisters.and.the.Shrink.2.2021.AMZN.WEB-DL.1080p.DDP.2.0.H.264-TROUT.mkv
2021-05-08 18:52:27,520 | root | INFO | Saving mediainfo to: /home/madskillz/xpbot/temp_upload/mediainfo.txt
2021-05-08 18:52:27,538 | root | INFO | Used Regex to extract the WEB Source: AMZN
2021-05-08 18:52:27,539 | root | INFO | No custom 'edition' found for this torrent
2021-05-08 18:52:27,539 | root | INFO | We are missing 'tmdb' starting TMDB API request now
2021-05-08 18:52:28,132 | root | INFO | GET Request: {'movie_results': [], 'person_results': [], 'tv_results': [], 'tv_episode_results': [], 'tv_season_results': []}
2021-05-08 18:52:28,678 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/None?api_key=2f426445f1e6100085f45800bfa7dccf
2021-05-08 18:52:28,715 | root | INFO | Using /home/madskillz/TROUT.1080p/Sisters.and.the.Shrink.2.2021.AMZN.WEB-DL.1080p.DDP.2.0.H.264-TROUT.mkv to generate screenshots
2021-05-08 18:52:29,170 | root | INFO | Taking a screenshot at 00:12:08
2021-05-08 18:52:29,615 | root | INFO | Taking a screenshot at 00:24:16
2021-05-08 18:52:30,000 | root | INFO | Taking a screenshot at 00:36:25
2021-05-08 18:52:30,418 | root | INFO | Taking a screenshot at 00:48:33
2021-05-08 18:52:30,850 | root | INFO | Taking a screenshot at 01:00:41
2021-05-08 18:52:31,314 | root | INFO | Taking a screenshot at 01:12:50
2021-05-08 18:52:49,488 | root | INFO | All 6 images have been upload to freeimage
2021-05-08 18:52:49,488 | root | INFO | We've uploaded 6 to freeimage
2021-05-08 18:52:49,494 | root | INFO | Now starting tracker specific tasks
2021-05-08 18:52:49,494 | root | INFO | Trying to upload to: BHD
2021-05-08 18:52:50,732 | root | INFO | 'Sisters and the Shrink 2018 AMZN WEB-DL 1080p DDP 2.0 H.264-TROUT' was flagged with a 100% dupe probability
2021-05-08 18:52:50,735 | root | INFO | Creating the .torrent file now
2021-05-08 18:52:50,735 | root | INFO | announce url: https://beyond-hd.me/announce/
2021-05-08 18:52:50,735 | root | INFO | Existing .torrent file does not exist so we need to generate a new one
2021-05-08 18:52:52,172 | root | INFO | Trying to write into [BHD]Sisters and the Shrink 2 2021 AMZN WEB-DL 1080p DDP 2.0 H.264-TROUT.torrent
2021-05-08 18:52:52,172 | root | INFO | Successfully created the following file: /home/madskillz/xpbot/temp_upload/BHD-Sisters and the Shrink 2 2021 AMZN WEB-DL 1080p DDP 2.0 H.264-TROUT.torrent
2021-05-08 18:52:52,173 | root | INFO | Upload live status: Draft (Hidden)
2021-05-08 18:52:52,173 | root | INFO | Uploading anonymously
2021-05-08 18:52:52,173 | root | INFO | Attempting to upload to: BHD
2021-05-08 18:52:53,453 | root | INFO | Payload for BHD is {'name': 'Sisters and the Shrink 2 2021 AMZN WEB-DL 1080p DDP 2.0 H.264-TROUT', 'description': '[center][quote][size=16][color=#3774F6][b]Sisters and the Shrink 2 2021 AMZN WEB-DL 1080p DDP 2.0 H.264-TROUT[/b][/color][/size][/quote][br][/br][size=20][b]-SCREENSHOTS-[/b][/size][br][/br][br][/br][url=https://freeimage.host/i/BT675l][img=300x300]https://iili.io/BT675l.md.png[/img][/url] [url=https://freeimage.host/i/BT6Ye2][img=300x300]https://iili.io/BT6Ye2.md.png[/img][/url] [url=https://freeimage.host/i/BT6abS][img=300x300]https://iili.io/BT6abS.md.png[/img][/url] [url=https://freeimage.host/i/BT6lz7][img=300x300]https://iili.io/BT6lz7.md.png[/img][/url] [url=https://freeimage.host/i/BT60X9][img=300x300]https://iili.io/BT60X9.md.png[/img][/url] [url=https://freeimage.host/i/BT61se][img=300x300]https://iili.io/BT61se.md.png[/img][/url] [br][/br][br][/br][quote][size=16]With a name like [color=#3774F6][b]TROUT[/b][/color], it has to be good[/size][/quote][br][/br][img]https://beyondhd.co/images/2021/05/02/6d61ce3c20451cdc3267f9879b9485e1.png[/img][/center]', 'live': '0', 'anon': '1', 'category_id': '1', 'type': '1080p', 'source': 'WEB', 'imdb_id': '8846586', 'tmdb_id': None, 'tags': 'WEBDL'}
2021-05-08 18:52:53,453 | root | INFO | Files for BHD is [('file', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/BHD-Sisters and the Shrink 2 2021 AMZN WEB-DL 1080p DDP 2.0 H.264-TROUT.torrent'>), ('mediainfo', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/mediainfo.txt'>)]
2021-05-08 18:52:54,674 | root | INFO | POST Request: https://beyond-hd.me/api/upload/ea9b32385ca9869a839466b2aa9cdc9d
2021-05-08 18:52:54,674 | root | INFO | Response code: 200
2021-05-08 18:52:54,675 | root | INFO | upload response for BHD: b'{"status_code":1,"status_message":"Draft has been successfully saved.","success":true}'
2021-05-08 18:52:54,675 | root | INFO | Upload to BHD was a success!
2021-05-08 18:52:54,745 | root | INFO | Total runtime is 28.7784 seconds
2021-05-08 19:22:10,381 | root | INFO |  ------------------------ Starting new upload ------------------------ 
2021-05-08 19:22:11,243 | root | INFO | Running in regular '-path' mode, starting upload now
2021-05-08 19:22:11,246 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/temp_upload/
2021-05-08 19:22:11,251 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/images/screenshots/
2021-05-08 19:22:11,251 | root | INFO | uploading the following file: /home/madskillz/TROUT.720p/Lords.of.the.Street.2008.AMZN.WEB-DL.720p.DDP.2.0.H.264-TROUT.mkv
2021-05-08 19:22:12,015 | root | INFO | Used regex to identify the video_codec: H.264
2021-05-08 19:22:12,045 | root | INFO | Used (pymediainfo + audio_codec_dict) to identify the audio codec: DDP
2021-05-08 19:22:12,077 | root | INFO | Generating mediainfo.txt
2021-05-08 19:22:12,077 | root | INFO | Using the following path in mediainfo.txt: Lords.of.the.Street.2008.AMZN.WEB-DL.720p.DDP.2.0.H.264-TROUT.mkv
2021-05-08 19:22:12,108 | root | INFO | Saving mediainfo to: /home/madskillz/xpbot/temp_upload/mediainfo.txt
2021-05-08 19:22:12,135 | root | INFO | Used Regex to extract the WEB Source: AMZN
2021-05-08 19:22:12,136 | root | INFO | No custom 'edition' found for this torrent
2021-05-08 19:22:12,136 | root | INFO | We are missing 'tmdb' starting TMDB API request now
2021-05-08 19:22:12,870 | root | INFO | GET Request: {'movie_results': [{'id': 31461, 'video': False, 'vote_count': 7, 'vote_average': 4.5, 'title': 'Jump Out Boys', 'release_date': '2008-01-01', 'original_language': 'en', 'original_title': 'Jump Out Boys', 'genre_ids': [28, 53], 'backdrop_path': '/cRde7Uqqakb8LlMn9692oC7Cn4K.jpg', 'adult': False, 'overview': 'Set in post hurricane New Orleans. A brutal Mexican drug lord (Armando LeDuc) busts out of jail to retrieve the $15 million that his girlfriend is hiding.  But detective Raymond (Kris Kristofferson) and McCoy (Sheldon Robbins) will try their best to put him back to where he belongs.', 'poster_path': '/g3qPmA6GpQT4Y47NkQV2V5o4isD.jpg', 'popularity': 6.906}], 'person_results': [], 'tv_results': [], 'tv_episode_results': [], 'tv_season_results': []}
2021-05-08 19:22:13,539 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/31461?api_key=2f426445f1e6100085f45800bfa7dccf
2021-05-08 19:22:13,539 | root | INFO | Using the title we got from TMDB: Jump Out Boys
2021-05-08 19:22:13,574 | root | INFO | Using /home/madskillz/TROUT.720p/Lords.of.the.Street.2008.AMZN.WEB-DL.720p.DDP.2.0.H.264-TROUT.mkv to generate screenshots
2021-05-08 19:22:13,908 | root | INFO | Taking a screenshot at 00:11:51
2021-05-08 19:22:14,302 | root | INFO | Taking a screenshot at 00:23:42
2021-05-08 19:22:14,609 | root | INFO | Taking a screenshot at 00:35:33
2021-05-08 19:22:14,933 | root | INFO | Taking a screenshot at 00:47:24
2021-05-08 19:22:15,327 | root | INFO | Taking a screenshot at 00:59:16
2021-05-08 19:22:15,671 | root | INFO | Taking a screenshot at 01:11:07
2021-05-08 19:22:29,171 | root | INFO | All 6 images have been upload to freeimage
2021-05-08 19:22:29,171 | root | INFO | We've uploaded 6 to freeimage
2021-05-08 19:22:29,177 | root | INFO | Now starting tracker specific tasks
2021-05-08 19:22:29,178 | root | INFO | Trying to upload to: BHD
2021-05-08 19:22:30,408 | root | INFO | Creating the .torrent file now
2021-05-08 19:22:30,408 | root | INFO | announce url: https://beyond-hd.me/announce/
2021-05-08 19:22:30,408 | root | INFO | Existing .torrent file does not exist so we need to generate a new one
2021-05-08 19:22:31,392 | root | INFO | Trying to write into [BHD]Jump Out Boys 2008 AMZN WEB-DL 720p DDP 2.0 H.264-TROUT.torrent
2021-05-08 19:22:31,392 | root | INFO | Successfully created the following file: /home/madskillz/xpbot/temp_upload/BHD-Jump Out Boys 2008 AMZN WEB-DL 720p DDP 2.0 H.264-TROUT.torrent
2021-05-08 19:22:31,393 | root | INFO | Upload live status: Draft (Hidden)
2021-05-08 19:22:31,393 | root | INFO | Uploading anonymously
2021-05-08 19:22:31,393 | root | INFO | Attempting to upload to: BHD
2021-05-08 19:22:33,045 | root | INFO | Payload for BHD is {'name': 'Jump Out Boys 2008 AMZN WEB-DL 720p DDP 2.0 H.264-TROUT', 'description': '[center][quote][size=16][color=#3774F6][b]Jump Out Boys 2008 AMZN WEB-DL 720p DDP 2.0 H.264-TROUT[/b][/color][/size][/quote][br][/br][size=20][b]-SCREENSHOTS-[/b][/size][br][/br][br][/br][url=https://freeimage.host/i/BTP9kl][img=300x300]https://iili.io/BTP9kl.md.png[/img][/url] [url=https://freeimage.host/i/BTPHp2][img=300x300]https://iili.io/BTPHp2.md.png[/img][/url] [url=https://freeimage.host/i/BTPdIS][img=300x300]https://iili.io/BTPdIS.md.png[/img][/url] [url=https://freeimage.host/i/BTP2h7][img=300x300]https://iili.io/BTP2h7.md.png[/img][/url] [url=https://freeimage.host/i/BTP3Q9][img=300x300]https://iili.io/BTP3Q9.md.png[/img][/url] [url=https://freeimage.host/i/BTPKBe][img=300x300]https://iili.io/BTPKBe.md.png[/img][/url] [br][/br][br][/br][quote][size=16]With a name like [color=#3774F6][b]TROUT[/b][/color], it has to be good[/size][/quote][br][/br][img]https://beyondhd.co/images/2021/05/02/6d61ce3c20451cdc3267f9879b9485e1.png[/img][/center]', 'live': '0', 'anon': '1', 'category_id': '1', 'type': '720p', 'source': 'WEB', 'imdb_id': '1084697', 'tmdb_id': '31461', 'tags': 'WEBDL', 'sd': 1}
2021-05-08 19:22:33,045 | root | INFO | Files for BHD is [('file', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/BHD-Jump Out Boys 2008 AMZN WEB-DL 720p DDP 2.0 H.264-TROUT.torrent'>), ('mediainfo', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/mediainfo.txt'>)]
2021-05-08 19:22:34,029 | root | INFO | POST Request: https://beyond-hd.me/api/upload/ea9b32385ca9869a839466b2aa9cdc9d
2021-05-08 19:22:34,029 | root | INFO | Response code: 200
2021-05-08 19:22:34,029 | root | INFO | upload response for BHD: b'{"status_code":1,"status_message":"Draft has been successfully saved.","success":true}'
2021-05-08 19:22:34,029 | root | INFO | Upload to BHD was a success!
2021-05-08 19:22:34,093 | root | INFO | Total runtime is 23.7117 seconds
2021-05-08 19:22:52,827 | root | INFO |  ------------------------ Starting new upload ------------------------ 
2021-05-08 19:22:53,885 | root | INFO | Running in regular '-path' mode, starting upload now
2021-05-08 19:22:53,887 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/temp_upload/
2021-05-08 19:22:53,892 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/images/screenshots/
2021-05-08 19:22:53,892 | root | INFO | uploading the following file: /home/madskillz/TROUT.1080p/Lords.of.the.Street.2008.AMZN.WEB-DL.1080p.DDP.2.0.H.264-TROUT.mkv
2021-05-08 19:22:54,711 | root | INFO | Used regex to identify the video_codec: H.264
2021-05-08 19:22:54,749 | root | INFO | Used (pymediainfo + audio_codec_dict) to identify the audio codec: DDP
2021-05-08 19:22:54,783 | root | INFO | Generating mediainfo.txt
2021-05-08 19:22:54,784 | root | INFO | Using the following path in mediainfo.txt: Lords.of.the.Street.2008.AMZN.WEB-DL.1080p.DDP.2.0.H.264-TROUT.mkv
2021-05-08 19:22:54,817 | root | INFO | Saving mediainfo to: /home/madskillz/xpbot/temp_upload/mediainfo.txt
2021-05-08 19:22:54,837 | root | INFO | Used Regex to extract the WEB Source: AMZN
2021-05-08 19:22:54,838 | root | INFO | No custom 'edition' found for this torrent
2021-05-08 19:22:54,838 | root | INFO | We are missing 'tmdb' starting TMDB API request now
2021-05-08 19:22:55,429 | root | INFO | GET Request: {'movie_results': [{'id': 31461, 'video': False, 'vote_count': 7, 'vote_average': 4.5, 'title': 'Jump Out Boys', 'release_date': '2008-01-01', 'original_language': 'en', 'original_title': 'Jump Out Boys', 'genre_ids': [28, 53], 'backdrop_path': '/cRde7Uqqakb8LlMn9692oC7Cn4K.jpg', 'adult': False, 'overview': 'Set in post hurricane New Orleans. A brutal Mexican drug lord (Armando LeDuc) busts out of jail to retrieve the $15 million that his girlfriend is hiding.  But detective Raymond (Kris Kristofferson) and McCoy (Sheldon Robbins) will try their best to put him back to where he belongs.', 'poster_path': '/g3qPmA6GpQT4Y47NkQV2V5o4isD.jpg', 'popularity': 6.906}], 'person_results': [], 'tv_results': [], 'tv_episode_results': [], 'tv_season_results': []}
2021-05-08 19:22:56,009 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/31461?api_key=2f426445f1e6100085f45800bfa7dccf
2021-05-08 19:22:56,009 | root | INFO | Using the title we got from TMDB: Jump Out Boys
2021-05-08 19:22:56,078 | root | INFO | Using /home/madskillz/TROUT.1080p/Lords.of.the.Street.2008.AMZN.WEB-DL.1080p.DDP.2.0.H.264-TROUT.mkv to generate screenshots
2021-05-08 19:22:56,558 | root | INFO | Taking a screenshot at 00:11:51
2021-05-08 19:22:57,200 | root | INFO | Taking a screenshot at 00:23:42
2021-05-08 19:22:57,686 | root | INFO | Taking a screenshot at 00:35:33
2021-05-08 19:22:58,223 | root | INFO | Taking a screenshot at 00:47:24
2021-05-08 19:22:58,800 | root | INFO | Taking a screenshot at 00:59:16
2021-05-08 19:22:59,269 | root | INFO | Taking a screenshot at 01:11:07
2021-05-08 19:23:18,440 | root | INFO | All 6 images have been upload to freeimage
2021-05-08 19:23:18,440 | root | INFO | We've uploaded 6 to freeimage
2021-05-08 19:23:18,448 | root | INFO | Now starting tracker specific tasks
2021-05-08 19:23:18,448 | root | INFO | Trying to upload to: BHD
2021-05-08 19:23:19,657 | root | INFO | Creating the .torrent file now
2021-05-08 19:23:19,657 | root | INFO | announce url: https://beyond-hd.me/announce/
2021-05-08 19:23:19,658 | root | INFO | Existing .torrent file does not exist so we need to generate a new one
2021-05-08 19:23:21,338 | root | INFO | Trying to write into [BHD]Jump Out Boys 2008 AMZN WEB-DL 1080p DDP 2.0 H.264-TROUT.torrent
2021-05-08 19:23:21,339 | root | INFO | Successfully created the following file: /home/madskillz/xpbot/temp_upload/BHD-Jump Out Boys 2008 AMZN WEB-DL 1080p DDP 2.0 H.264-TROUT.torrent
2021-05-08 19:23:21,339 | root | INFO | Upload live status: Draft (Hidden)
2021-05-08 19:23:21,339 | root | INFO | Uploading anonymously
2021-05-08 19:23:21,339 | root | INFO | Attempting to upload to: BHD
2021-05-08 19:23:22,744 | root | INFO | Payload for BHD is {'name': 'Jump Out Boys 2008 AMZN WEB-DL 1080p DDP 2.0 H.264-TROUT', 'description': '[center][quote][size=16][color=#3774F6][b]Jump Out Boys 2008 AMZN WEB-DL 1080p DDP 2.0 H.264-TROUT[/b][/color][/size][/quote][br][/br][size=20][b]-SCREENSHOTS-[/b][/size][br][/br][br][/br][url=https://freeimage.host/i/BTPfEu][img=300x300]https://iili.io/BTPfEu.md.png[/img][/url] [url=https://freeimage.host/i/BTPqrb][img=300x300]https://iili.io/BTPqrb.md.png[/img][/url] [url=https://freeimage.host/i/BTPC2j][img=300x300]https://iili.io/BTPC2j.md.png[/img][/url] [url=https://freeimage.host/i/BTPnYx][img=300x300]https://iili.io/BTPnYx.md.png[/img][/url] [url=https://freeimage.host/i/BTPokQ][img=300x300]https://iili.io/BTPokQ.md.png[/img][/url] [url=https://freeimage.host/i/BTPxpV][img=300x300]https://iili.io/BTPxpV.md.png[/img][/url] [br][/br][br][/br][quote][size=16]With a name like [color=#3774F6][b]TROUT[/b][/color], it has to be good[/size][/quote][br][/br][img]https://beyondhd.co/images/2021/05/02/6d61ce3c20451cdc3267f9879b9485e1.png[/img][/center]', 'live': '0', 'anon': '1', 'category_id': '1', 'type': '1080p', 'source': 'WEB', 'imdb_id': '1084697', 'tmdb_id': '31461', 'tags': 'WEBDL'}
2021-05-08 19:23:22,744 | root | INFO | Files for BHD is [('file', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/BHD-Jump Out Boys 2008 AMZN WEB-DL 1080p DDP 2.0 H.264-TROUT.torrent'>), ('mediainfo', <_io.BufferedReader name='/home/madskillz/xpbot/temp_upload/mediainfo.txt'>)]
2021-05-08 19:23:24,335 | root | INFO | POST Request: https://beyond-hd.me/api/upload/ea9b32385ca9869a839466b2aa9cdc9d
2021-05-08 19:23:24,335 | root | INFO | Response code: 200
2021-05-08 19:23:24,335 | root | INFO | upload response for BHD: b'{"status_code":1,"status_message":"Draft has been successfully saved.","success":true}'
2021-05-08 19:23:24,336 | root | INFO | Upload to BHD was a success!
2021-05-08 19:23:24,391 | root | INFO | Total runtime is 31.5637 seconds
2021-05-09 08:54:15,943 | root | INFO |  ------------------------ Starting new upload ------------------------ 
2021-05-09 08:54:17,128 | root | INFO | Running in regular '-path' mode, starting upload now
2021-05-09 08:54:17,133 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/temp_upload/
2021-05-09 08:54:17,136 | root | INFO | deleted the contents of the folder: /home/madskillz/xpbot/images/screenshots/
2021-05-09 08:54:17,137 | root | INFO | uploading the following file: /home/madskillz/TROUT.1080p/Undergods.2020.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv
2021-05-09 08:54:18,105 | root | INFO | Used regex to identify the video_codec: H.264
2021-05-09 08:54:18,168 | root | INFO | Used (pymediainfo + audio_codec_dict) to identify the audio codec: DDP
2021-05-09 08:54:18,227 | root | INFO | Generating mediainfo.txt
2021-05-09 08:54:18,227 | root | INFO | Using the following path in mediainfo.txt: Undergods.2020.AMZN.WEB-DL.1080p.DDP.5.1.H.264-TROUT.mkv
2021-05-09 08:54:18,284 | root | INFO | Saving mediainfo to: /home/madskillz/xpbot/temp_upload/mediainfo.txt
2021-05-09 08:54:18,300 | root | INFO | Used Regex to extract the WEB Source: AMZN
2021-05-09 08:54:18,301 | root | INFO | No custom 'edition' found for this torrent
2021-05-09 08:54:18,301 | root | INFO | We are missing 'tmdb' starting TMDB API request now
2021-05-09 08:54:18,789 | root | INFO | GET Request: {'movie_results': [{'adult': False, 'backdrop_path': '/jT14akNKsptUJWf8foSicLPTdQQ.jpg', 'genre_ids': [14], 'original_language': 'en', 'original_title': 'Undergods', 'poster_path': '/53PDaEyM1MPIAgbphIWUKwAqTmO.jpg', 'id': 714273, 'video': False, 'vote_average': 0.0, 'overview': 'An otherworldly journey through a Europe in decline - a collection of darkly humorous, fantasy tales about ill-fated characters and doomed fortune.', 'release_date': '2021-05-17', 'vote_count': 0, 'title': 'Undergods', 'popularity': 11.285}], 'person_results': [], 'tv_results': [], 'tv_episode_results': [], 'tv_season_results': []}
2021-05-09 08:54:19,184 | root | INFO | GET Request: https://api.themoviedb.org/3/movie/714273?api_key=2f426445f1e6100085f45800bfa7dccf
2021-05-09 08:54:19,184 | root | INFO | Using the title we got from TMDB: Undergods
